#NUM,873
#TIME,UID,dx/dt,dy/dt
#TU=60,
1213,1135,-110,90
1214,1138,-20,-80
1215,1140,-20,-20
1216,1145,150,10
1217,1146,0,-170
1218,1149,100,70
1219,1153,-20,-160
1220,1155,-20,-180
1221,1158,40,-40
1222,1159,-20,90
1223,1162,-130,-140
1224,1163,0,-60
1225,1164,-110,-10
1226,1168,-90,90
1227,1172,90,-20
1228,1177,-170,-20
1229,1183,0,-150
1230,1185,-50,0
1231,1188,-20,-120
1232,1193,120,-60
1233,1198,-10,-80
1234,1201,100,60
1235,1203,-50,-40
1236,1207,70,90
1237,1210,140,0
1238,1215,0,-160
1239,1219,0,-60
1240,1228,-140,-30
1241,1229,140,-60
1242,1233,-50,-40
1243,1237,190,-20
1244,1238,-130,0
1245,1240,60,-60
1246,1242,-150,-140
1247,1245,10,-70
1248,1246,0,-70
1249,1249,210,-10
1250,1254,-110,-50
1251,1261,-40,-60
1252,1263,0,120
1253,1266,120,-90
1254,1268,10,80
1255,1272,80,-100
1256,1276,-110,110
1257,1279,0,-60
1258,1280,80,-100
1259,1283,10,-80
1260,1288,-90,20
1261,1295,20,150
1262,1299,10,-70
1263,1302,40,40
1264,1307,0,-130
1265,1310,-150,-50
1266,1313,50,30
1267,1320,140,-140
1268,1323,110,20
1269,1326,10,80
1270,1327,210,-20
1271,1332,0,-100
1272,1334,0,50
1273,1335,30,80
1274,1341,-160,10
1275,1344,0,-50
1276,1346,-30,-130
1277,1351,0,-210
1278,1354,-60,30
1279,1356,130,100
1280,1360,100,90
1281,1364,0,80
1282,1367,100,80
1283,1372,130,0
1284,1376,20,-20
1285,1378,90,20
1286,1380,10,80
1287,1385,20,60
1288,1386,0,-140
1289,1389,-10,130
1290,1392,50,-40
1291,1396,60,80
1292,1397,80,10
1293,1399,0,50
1294,1402,0,-170
1295,1405,10,-80
1296,1409,-70,0
1297,1410,-130,100
1298,1414,120,-10
1299,1418,-30,20
1300,1426,-130,20
1301,1430,-130,130
1302,1433,0,50
1303,1435,-10,120
1304,1438,90,-120
1305,1447,-10,-100
1306,1450,60,100
1307,1456,170,10
1308,1460,0,50
1309,1461,-130,-90
1310,1465,-150,20
1311,1471,0,-70
1312,1472,180,10
1313,1481,220,-40
1314,1485,0,-80
1315,1488,10,-100
1316,1491,80,120
1317,1493,-40,-50
1318,1496,0,70
1319,1498,-120,40
1320,1503,-70,60
1321,1505,-140,-110
1322,1510,-130,110
1323,1515,-40,40
1324,1520,0,-170
1325,1524,130,-120
1326,1529,-60,0
1327,1530,0,-150
1328,1533,-120,-30
1329,1535,-30,60
1330,1537,-20,-150
1331,1540,10,70
1332,1549,-40,50
1333,1551,-80,-30
1334,1554,0,150
1335,1557,0,80
1336,1559,-10,-110
1337,1564,30,170
1338,1568,20,-60
1339,1570,10,-50
1340,1577,-50,40
1341,1580,-10,-80
1342,1584,-10,-140
1343,1591,80,120
1344,1595,-10,-90
1345,1601,-70,-60
1346,1606,10,70
1347,1610,-20,100
1348,1614,100,70
1349,1618,-130,-20
1350,1621,0,-90
1351,1629,0,160
1352,1632,140,-130
1353,1634,100,0
1354,1636,-10,160
1355,1639,40,-170
1356,1643,0,-110
1357,1647,0,150
1358,1649,-180,-20
1359,1652,-30,-110
1360,1656,0,-110
1361,1661,20,-120
1362,1665,0,-100
1363,1669,0,-80
1364,1675,0,140
1365,1676,80,50
1366,1678,-140,-80
1367,1681,-20,-150
1368,1686,70,0
1369,1692,70,60
1370,1694,60,-150
1371,1697,80,-10
1372,1701,0,-160
1373,1705,80,-10
1374,1709,50,50
1375,1710,10,110
1376,1714,-60,20
1377,1721,10,-70
1378,1725,-50,-80
1379,1728,-120,-20
1380,1733,50,70
1381,1737,210,-20
1382,1744,-90,0
1383,1746,0,-70
1384,1750,140,-90
1385,1754,-90,0
1386,1761,-70,-10
1387,1765,-110,30
1388,1770,110,0
1389,1773,10,-90
1390,1780,70,130
1391,1784,-20,-150
1392,1788,0,-50
1393,1790,40,120
1394,1791,0,-130
1395,1794,-10,80
1396,1796,-60,70
1397,1798,100,130
1398,1802,80,-10
1399,1805,0,-130
1400,1809,70,90
1401,1817,0,50
1402,1819,10,-140
1403,1824,-190,-40
1404,1828,20,-100
1405,1830,60,-50
1406,1834,0,110
1407,1838,0,90
1408,1842,-90,80
